0,2,1
acquire lock 536900689512463,,
remove lock 536900689512463 from owners,,
retire lock 536900689512463,,
wait SH lock 536900942316098,,
acquire lock 536900942316098,,
remove lock 536900942316098 from owners,,
retire lock 536900942316098,,
pre-commit: txn 42's barriers = 0,,
txn 42 set commited,,
release lock 536900942316098 from retired,,
release lock 536900689512463 from retired,,
release lock 536901140948658 from retired,,
release lock 536900744970329 from retired,,
release lock 536900828992501 from retired,,
release lock 536900657376404 from retired,,
release lock 536900978007870 from retired,,
release lock 536900699228174 from retired,,
release lock 536901063504172 from retired,,
release lock 536900722928035 from retired,,
release lock 536900749119881 from retired,,
release lock 536901205865880 from retired,,
release lock 536900749115690 from retired,,
start txn 45,,
wait EX lock 536900749115690,,
acquire lock 536900749115690,,
remove lock 536900749115690 from owners,,
retire lock 536900749115690,,
wait EX lock 536901237392798,,
acquire lock 536901237392798,,
remove lock 536901237392798 from owners,,
retire lock 536901237392798,,
wait SH lock 536900749121139,,
acquire lock 536900749121139,,
remove lock 536900749121139 from owners,,
retire lock 536900749121139,,
wait EX lock 536900688238266,,
acquire lock 536900688238266,,
remove lock 536900688238266 from owners,,
retire lock 536900688238266,,
wait SH lock 536900937614006,,
acquire lock 536900937614006,,
remove lock 536900937614006 from owners,,
retire lock 536900937614006,,
wait EX lock 536900735882682,,
acquire lock 536900735882682,,
remove lock 536900735882682 from owners,,
retire lock 536900735882682,,
wait SH lock 536901107242140,,
acquire lock 536901107242140,,
remove lock 536901107242140 from owners,,
retire lock 536901107242140,,
wait EX lock 536900717162507,,
acquire lock 536900717162507,,
remove lock 536900717162507 from owners,,
retire lock 536900717162507,,
wait SH lock 536901041931417,,
acquire lock 536901041931417,,
remove lock 536901041931417 from owners,,
retire lock 536901041931417,,
wait EX lock 536900679212410,,
acquire lock 536900679212410,,
remove lock 536900679212410 from owners,,
retire lock 536900679212410,,
wait SH lock 536900906657173,,
acquire lock 536900906657173,,
remove lock 536900906657173 from owners,,
retire lock 536900906657173,,
wait EX lock 536900696833045,,
acquire lock 536900696833045,,
remove lock 536900696833045 from owners,,
retire lock 536900696833045,,
wait SH lock 536900969055289,,
acquire lock 536900969055289,,
remove lock 536900969055289 from owners,,
retire lock 536900969055289,,
wait EX lock 536900648421253,,
acquire lock 536900648421253,,
remove lock 536900648421253 from owners,,
retire lock 536900648421253,,
wait SH lock 536900795139573,,
acquire lock 536900795139573,,
remove lock 536900795139573 from owners,,
retire lock 536900795139573,,
wait EX lock 536900698941034,,
acquire lock 536900698941034,,
remove lock 536900698941034 from owners,,
retire lock 536900698941034,,
wait SH lock 536900976911924,,
acquire lock 536900976911924,,
remove lock 536900976911924 from owners,,
retire lock 536900976911924,,
wait EX lock 536900666885435,,
acquire lock 536900666885435,,
remove lock 536900666885435 from owners,,
retire lock 536900666885435,,
wait SH lock 536900861090462,,
acquire lock 536900861090462,,
remove lock 536900861090462 from owners,,
retire lock 536900861090462,,
wait EX lock 536900689595122,,
acquire lock 536900689595122,,
remove lock 536900689595122 from owners,,
retire lock 536900689595122,,
wait SH lock 536900942640250,,
acquire lock 536900942640250,,
remove lock 536900942640250 from owners,,
retire lock 536900942640250,,
pre-commit: txn 45's barriers = 0,,
txn 45 set commited,,
release lock 536900942640250 from retired,,
release lock 536900689595122 from retired,,
release lock 536900861090462 from retired,,
release lock 536900666885435 from retired,,
release lock 536900976911924 from retired,,
release lock 536900698941034 from retired,,
release lock 536900795139573 from retired,,
release lock 536900648421253 from retired,,
release lock 536900969055289 from retired,,
release lock 536900696833045 from retired,,
release lock 536900906657173 from retired,,
release lock 536900679212410 from retired,,
release lock 536901041931417 from retired,,
release lock 536900717162507 from retired,,
release lock 536901107242140 from retired,,
release lock 536900735882682 from retired,,
release lock 536900937614006 from retired,,
release lock 536900688238266 from retired,,
release lock 536900749121139 from retired,,
release lock 536901237392798 from retired,,
release lock 536900749115690 from retired,,
start txn 48,,
wait SH lock 536900749115690,,
acquire lock 536900749115690,,
remove lock 536900749115690 from owners,,
retire lock 536900749115690,,
wait SH lock 536900749125596,,
acquire lock 536900749125596,,
remove lock 536900749125596 from owners,,
retire lock 536900749125596,,
wait SH lock 536901382945556,,
acquire lock 536901382945556,,
remove lock 536901382945556 from owners,,
retire lock 536901382945556,,
pre-commit: txn 48's barriers = 0,,
txn 48 set commited,,
release lock 536901382945556 from retired,,
release lock 536900749125596 from retired,,
release lock 536900749115690 from retired,,
start txn 51,,
wait SH lock 536900749115690,,
acquire lock 536900749115690,,
remove lock 536900749115690 from owners,,
retire lock 536900749115690,,
wait SH lock 536900749127610,,
acquire lock 536900749127610,,
remove lock 536900749127610 from owners,,
retire lock 536900749127610,,
wait SH lock 536901502696055,,
acquire lock 536901502696055,,
remove lock 536901502696055 from owners,,
retire lock 536901502696055,,
pre-commit: txn 51's barriers = 0,,
txn 51 set commited,,
release lock 536901502696055 from retired,,
release lock 536900749127610 from retired,,
release lock 536900749115690 from retired,,
start txn 54,,
wait SH lock 536900749115690,,
acquire lock 536900749115690,,
remove lock 536900749115690 from owners,,
retire lock 536900749115690,,
wait SH lock 536900749122391,,
acquire lock 536900749122391,,
remove lock 536900749122391 from owners,,
retire lock 536900749122391,,
wait SH lock 536901282146639,,
acquire lock 536901282146639,,
remove lock 536901282146639 from owners,,
retire lock 536901282146639,,
pre-commit: txn 54's barriers = 0,,
txn 54 set commited,,
release lock 536901282146639 from retired,,
release lock 536900749122391 from retired,,
release lock 536900749115690 from retired,,
start txn 57,,
wait EX lock 536900749115690,,
acquire lock 536900749115690,,
remove lock 536900749115690 from owners,,
retire lock 536900749115690,,
wait EX lock 536901346929997,,
acquire lock 536901346929997,,
remove lock 536901346929997 from owners,,
retire lock 536901346929997,,
wait SH lock 536900749124528,,
acquire lock 536900749124528,,
remove lock 536900749124528 from owners,,
retire lock 536900749124528,,
wait EX lock 536900741102414,,
acquire lock 536900741102414,,
remove lock 536900741102414 from owners,,
retire lock 536900741102414,,
wait SH lock 536901126369982,,
acquire lock 536901126369982,,
remove lock 536901126369982 from owners,,
retire lock 536901126369982,,
wait EX lock 536900678212033,,
acquire lock 536900678212033,,
remove lock 536900678212033 from owners,,
retire lock 536900678212033,,
wait SH lock 536900903105172,,
acquire lock 536900903105172,,
remove lock 536900903105172 from owners,,
retire lock 536900903105172,,
wait EX lock 536900677679339,,
acquire lock 536900677679339,,
remove lock 536900677679339 from owners,,
retire lock 536900677679339,,
wait SH lock 536900901149712,,
acquire lock 536900901149712,,
remove lock 536900901149712 from owners,,
retire lock 536900901149712,,
wait EX lock 536900685327131,,
acquire lock 536900685327131,,
remove lock 536900685327131 from owners,,
retire lock 536900685327131,,
wait SH lock 536900928420464,,
acquire lock 536900928420464,,
remove lock 536900928420464 from owners,,
retire lock 536900928420464,,
wait EX lock 536900740102089,,
acquire lock 536900740102089,,
remove lock 536900740102089 from owners,,
retire lock 536900740102089,,
wait SH lock 536901122506355,,
acquire lock 536901122506355,,
remove lock 536901122506355 from owners,,
retire lock 536901122506355,,
wait EX lock 536900726142135,,
acquire lock 536900726142135,,
remove lock 536900726142135 from owners,,
retire lock 536900726142135,,
wait SH lock 536901075396697,,
acquire lock 536901075396697,,
remove lock 536901075396697 from owners,,
retire lock 536901075396697,,
wait EX lock 536900679507418,,
acquire lock 536900679507418,,
remove lock 536900679507418 from owners,,
retire lock 536900679507418,,
wait SH lock 536900907727741,,
acquire lock 536900907727741,,
remove lock 536900907727741 from owners,,
retire lock 536900907727741,,
wait EX lock 536900716461020,,
acquire lock 536900716461020,,
remove lock 536900716461020 from owners,,
retire lock 536900716461020,,
wait SH lock 536901039347980,,
acquire lock 536901039347980,,
remove lock 536901039347980 from owners,,
retire lock 536901039347980,,
wait EX lock 536900717731697,,
acquire lock 536900717731697,,
remove lock 536900717731697 from owners,,
retire lock 536900717731697,,
wait SH lock 536901044086421,,
acquire lock 536901044086421,,
remove lock 536901044086421 from owners,,
retire lock 536901044086421,,
wait EX lock 536900679515303,,
acquire lock 536900679515303,,
remove lock 536900679515303 from owners,,
retire lock 536900679515303,,
wait SH lock 536900907744584,,
acquire lock 536900907744584,,
remove lock 536900907744584 from owners,,
retire lock 536900907744584,,
wait EX lock 536900640800140,,
acquire lock 536900640800140,,
remove lock 536900640800140 from owners,,
retire lock 536900640800140,,
wait SH lock 536900766379086,,
acquire lock 536900766379086,,
remove lock 536900766379086 from owners,,
retire lock 536900766379086,,
wait EX lock 536900680482680,,
acquire lock 536900680482680,,
remove lock 536900680482680 from owners,,
retire lock 536900680482680,,
wait SH lock 536900911369712,,
acquire lock 536900911369712,,
remove lock 536900911369712 from owners,,
retire lock 536900911369712,,
wait EX lock 536900659013175,,
acquire lock 536900659013175,,
remove lock 536900659013175 from owners,,
retire lock 536900659013175,,
wait SH lock 536900835218717,,
acquire lock 536900835218717,,
remove lock 536900835218717 from owners,,
retire lock 536900835218717,,
pre-commit: txn 57's barriers = 0,,
txn 57 set commited,,
release lock 536900835218717 from retired,,
release lock 536900659013175 from retired,,
release lock 536900911369712 from retired,,
release lock 536900680482680 from retired,,
release lock 536900766379086 from retired,,
release lock 536900640800140 from retired,,
release lock 536900907744584 from retired,,
release lock 536900679515303 from retired,,
release lock 536901044086421 from retired,,
release lock 536900717731697 from retired,,
release lock 536901039347980 from retired,,
release lock 536900716461020 from retired,,
release lock 536900907727741 from retired,,
release lock 536900679507418 from retired,,
release lock 536901075396697 from retired,,
release lock 536900726142135 from retired,,
release lock 536901122506355 from retired,,
release lock 536900740102089 from retired,,
release lock 536900928420464 from retired,,
release lock 536900685327131 from retired,,
release lock 536900901149712 from retired,,
release lock 536900677679339 from retired,,
release lock 536900903105172 from retired,,
release lock 536900678212033 from retired,,
release lock 536901126369982 from retired,,
release lock 536900741102414 from retired,,
release lock 536900749124528 from retired,,
release lock 536901346929997 from retired,,
release lock 536900749115690 from retired,,
start txn 60,,
wait EX lock 536900749115690,,
acquire lock 536900749115690,,
remove lock 536900749115690 from owners,,
retire lock 536900749115690,,
wait EX lock 536901283679138,,
acquire lock 536901283679138,,
remove lock 536901283679138 from owners,,
retire lock 536901283679138,,
wait SH lock 536900749122391,,
acquire lock 536900749122391,,
remove lock 536900749122391 from owners,,
retire lock 536900749122391,,
wait EX lock 536900687983819,,
acquire lock 536900687983819,,
remove lock 536900687983819 from owners,,
retire lock 536900687983819,,
,start txn 8,
,wait SH lock 536900749115690,
,acquire lock 536900749115690,
,remove lock 536900749115690 from owners,
,retire lock 536900749115690,
,"txn 8 increment barrier, now should be 1",
,wait SH lock 536900749121139,
